"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1701","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","5","76","Found 'DU'-anomaly for variable 'listener' (lines '76'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"1702","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","3","76","Local variable 'listener' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1703","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","5","79","Found 'DU'-anomaly for variable 'fakeEvent' (lines '79'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"1704","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","5","79","Found 'DU'-anomaly for variable 'fakeEvent' (lines '79'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"1705","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","5","79","Found 'DU'-anomaly for variable 'fakeEvent' (lines '79'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"1706","controller.wizard.portfolio","test/controller/wizard/portfolio/WizardFromNewPageControllerTest.java","5","79","Found 'DU'-anomaly for variable 'fakeEvent' (lines '79'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"1707","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","43","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1708","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","45","Local variable 'apa' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1709","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","50","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1710","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","52","Local variable 'jpaHelper' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1711","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","55","Local variable 'firstStock' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1712","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","57","Local variable 'startAt' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1713","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","61","Local variable 'endAt' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1714","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","3","64","Avoid unused local variables such as 'prices'.","Unused Code Rules","UnusedLocalVariable"
"1715","database.jpa","test/database/jpa/JPAHelperForUnderstanding.java","5","64","Found 'DU'-anomaly for variable 'prices' (lines '64'-'65').","Controversial Rules","DataflowAnomalyAnalysis"
"1716","database.jpa","test/database/jpa/JPATest.java","3","23","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1717","database.jpa","test/database/jpa/JPATest.java","3","26","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1718","database.jpa","test/database/jpa/JPATest.java","3","27","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"1719","database.jpa","test/database/jpa/JPATest.java","3","33","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1720","database.jpa","test/database/jpa/JPATest.java","3","34","Local variable 'stockName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1721","database.jpa","test/database/jpa/JPATest.java","3","35","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"1722","database.jpa","test/database/jpa/JPATest.java","3","35","Local variable 'sp' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1723","database.jpa","test/database/jpa/JPATest.java","3","42","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1724","database.jpa","test/database/jpa/JPATest.java","3","43","Local variable 'portfolio' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1725","database.jpa","test/database/jpa/JPATest.java","3","48","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1726","database.jpa","test/database/jpa/JPATest.java","3","49","Local variable 'testPortfolio' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1727","database.jpa","test/database/jpa/JPATest.java","3","56","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1728","database.jpa","test/database/jpa/JPATest.java","3","62","Local variable 'list' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1729","database.jpa","test/database/jpa/JPATest.java","3","65","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1730","database.jpa","test/database/jpa/JPATest.java","3","65","Avoid variables with short names like ps","Naming Rules","ShortVariable"
"1731","database.jpa","test/database/jpa/JPATest.java","3","66","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1732","database.jpa","test/database/jpa/JPATest.java","3","85","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1733","database.jpa","test/database/jpa/JPATest.java","3","85","Avoid variables with short names like ps","Naming Rules","ShortVariable"
"1734","database.jpa","test/database/jpa/JPATest.java","3","86","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1735","database.jpa","test/database/jpa/JPATest.java","5","104","Found 'DD'-anomaly for variable 'found' (lines '104'-'108').","Controversial Rules","DataflowAnomalyAnalysis"
"1736","database.jpa","test/database/jpa/JPATest.java","3","107","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"1737","database.jpa","test/database/jpa/JPATest.java","3","122","Avoid variables with short names like p","Naming Rules","ShortVariable"
"1738","database.jpa","test/database/jpa/MainBasicJPATest.java","3","23","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"1739","database.jpa","test/database/jpa/MainBasicJPATest.java","3","27","Local variable 'portfolio' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1740","database.jpa","test/database/jpa/MainBasicJPATest.java","3","31","Local variable 'portfolio2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1741","database.jpa","test/database/jpa/MainBasicJPATest.java","5","38","Found 'UR'-anomaly for variable 'p' (lines '38'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"1742","database.jpa","test/database/jpa/MainBasicJPATest.java","3","42","Local variable 'portfolio' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1743","database.jpa","test/database/jpa/MainBasicJPATest.java","3","46","Local variable 'portfolio2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1744","database.jpa","test/database/jpa/MainBasicJPATest.java","3","57","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"1745","database.jpa","test/database/jpa/MainBasicJPATest.java","3","61","The String literal 'MarketB' appears 8 times in this file; the first occurrence is on line 61","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1746","database.jpa","test/database/jpa/MainBasicJPATest.java","3","92","Avoid variables with short names like r","Naming Rules","ShortVariable"
"1747","database.jpa","test/database/jpa/MainBasicJPATest.java","3","92","Local variable 'r' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1748","database.jpa","test/database/jpa/MainBasicJPATest.java","3","96","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1749","database.jpa","test/database/jpa/MainBasicJPATest.java","3","96","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"1750","database.jpa","test/database/jpa/MainBasicJPATest.java","3","102","Avoid variables with short names like p","Naming Rules","ShortVariable"
"1751","database.jpa","test/database/jpa/MainBasicJPATest.java","3","105","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1752","database.jpa","test/database/jpa/MainBasicJPATest.java","3","107","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1753","database.jpa","test/database/jpa/MainBasicJPATest.java","3","110","Avoid unused local variables such as 'prices'.","Unused Code Rules","UnusedLocalVariable"
"1754","database.jpa","test/database/jpa/MainBasicJPATest.java","5","110","Found 'DU'-anomaly for variable 'prices' (lines '110'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1755","database.jpa","test/database/jpa/MainBasicJPATest.java","3","113","Avoid unused local variables such as 'bla'.","Unused Code Rules","UnusedLocalVariable"
"1756","database.jpa","test/database/jpa/MainBasicJPATest.java","5","113","Found 'DU'-anomaly for variable 'bla' (lines '113'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1757","database.jpa","test/database/jpa/MainBasicJPATest.java","3","119","Avoid unused local variables such as 'old'.","Unused Code Rules","UnusedLocalVariable"
"1758","database.jpa","test/database/jpa/MainBasicJPATest.java","5","119","Found 'DU'-anomaly for variable 'old' (lines '119'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1759","database.jpa","test/database/jpa/MainBasicJPATest.java","3","120","Avoid unused local variables such as 'newestPrice'.","Unused Code Rules","UnusedLocalVariable"
"1760","database.jpa","test/database/jpa/MainBasicJPATest.java","5","120","Found 'DU'-anomaly for variable 'newestPrice' (lines '120'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1761","database.jpa","test/database/jpa/MainBasicJPATest.java","3","130","Avoid unused local variables such as 'pHistory'.","Unused Code Rules","UnusedLocalVariable"
"1762","database.jpa","test/database/jpa/MainBasicJPATest.java","5","130","Found 'DU'-anomaly for variable 'pHistory' (lines '130'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1763","database.jpa","test/database/jpa/MainBasicJPATest.java","5","132","Found 'DU'-anomaly for variable 'ble' (lines '132'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"1764","gui","test/gui/TesterPortfolioGui.java","3","12","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"1765","gui","test/gui/TesterPortfolioGui.java","3","14","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1766","gui","test/gui/TesterPortfolioGui.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1767","gui","test/gui/TesterPortfolioGui.java","3","25","Private field 'listOfPortfolios' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1768","gui","test/gui/TesterPortfolioGui.java","3","27","Parameter 'portfolios' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1769","gui","test/gui/TesterPortfolioGui.java","3","29","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1770","gui","test/gui/TesterPortfolioGui.java","3","33","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1771","gui","test/gui/TesterPortfolioGui.java","3","34","Avoid variables with short names like pt","Naming Rules","ShortVariable"
"1772","gui","test/gui/TesterPortfolioGui.java","3","34","Local variable 'pt' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1773","gui","test/gui/TesterPortfolioGui.java","3","44","Parameter 'portfolio' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1774","gui","test/gui/TesterPortfolioGui.java","3","50","Document empty method","Design Rules","UncommentedEmptyMethod"
"1775","gui","test/gui/TesterPortfolioGui.java","3","50","Parameter 'listener' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1776","gui","test/gui/TesterPortfolioGui.java","3","53","Document empty method","Design Rules","UncommentedEmptyMethod"
"1777","gui","test/gui/TesterPortfolioGui.java","3","61","Avoid variables with short names like p","Naming Rules","ShortVariable"
"1778","model.scraping","test/model/scraping/ParserRunnerTest.java","3","21","Avoid variables with short names like th","Naming Rules","ShortVariable"
"1779","model.scraping","test/model/scraping/ParserRunnerTest.java","3","21","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1780","model.scraping","test/model/scraping/ParserRunnerTest.java","3","32","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1781","model.scraping","test/model/scraping/ParserRunnerTest.java","3","32","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1782","model.scraping","test/model/scraping/ParserRunnerTest.java","3","48","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1783","model.scraping","test/model/scraping/ParserRunnerTest.java","3","59","Local variable 'closer' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1784","model.scraping","test/model/scraping/ParserRunnerTest.java","3","59","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1785","model.scraping","test/model/scraping/ParserRunnerTest.java","3","59","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1786","model.scraping","test/model/scraping/ParserRunnerTest.java","3","70","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1787","model.scraping","test/model/scraping/ParserRunnerTest.java","3","88","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1788","model.scraping","test/model/scraping/ParserRunnerTest.java","3","101","Local variable 'wasStarted' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1789","model.scraping","test/model/scraping/ParserRunnerTest.java","3","113","Local variable 'wasStopped' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1790","model.scraping","test/model/scraping/ParserRunnerTest.java","3","128","Local variable 'wasStopped' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1791","model.scraping","test/model/scraping/ParserStockTest.java","3","24","Local variable 'multiplier' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1792","model.scraping","test/model/scraping/ParserStockTest.java","3","26","Local variable 'vol' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1793","model.scraping","test/model/scraping/ParserStockTest.java","3","27","Local variable 'latest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1794","model.scraping","test/model/scraping/ParserStockTest.java","3","28","Local variable 'buy' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1795","model.scraping","test/model/scraping/ParserStockTest.java","3","29","Local variable 'sell' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1796","model.scraping","test/model/scraping/SchedulerTest.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1797","model.scraping","test/model/scraping/SchedulerTest.java","3","25","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1798","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","14","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1799","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","15","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1800","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1801","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1802","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","20","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1803","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","20","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1804","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1805","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1806","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","25","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1807","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","33","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1808","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","40","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1809","model.scraping.parser","test/model/scraping/parser/AvanzaParserTest.java","3","52","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"1810","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","11","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1811","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","19","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"1812","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1813","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","21","Perhaps 'port' could be replaced by a local variable.","Design Rules","SingularField"
"1814","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1815","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1816","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1817","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","25","Avoid variables with short names like th","Naming Rules","ShortVariable"
"1818","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1819","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","25","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1820","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","30","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"1821","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","34","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1822","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","34","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1823","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","49","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1824","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","60","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1825","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","68","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1826","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","68","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1827","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","74","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1828","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","77","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1829","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","83","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1830","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","94","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1831","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","111","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1832","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","5","116","Found 'DD'-anomaly for variable 'isRunning' (lines '116'-'121').","Controversial Rules","DataflowAnomalyAnalysis"
"1833","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","124","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1834","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","5","148","Found 'DD'-anomaly for variable 'isRunning' (lines '148'-'153').","Controversial Rules","DataflowAnomalyAnalysis"
"1835","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","156","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1836","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","179","Local variable 'runningAfterRun' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1837","model.scraping.parser","test/model/scraping/parser/SimulationRunnerTest.java","3","183","Local variable 'runningAfterStop' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1838","model.wizard","test/model/wizard/WizardModelTest.java","3","20","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"1839","model.wizard","test/model/wizard/WizardModelTest.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1840","model.wizard","test/model/wizard/WizardModelTest.java","3","33","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1841","model.wizard","test/model/wizard/WizardModelTest.java","3","42","Local variable 'testWithString' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1842","model.wizard","test/model/wizard/WizardModelTest.java","3","42","The String literal 'afioHIOHOEFenfaeknlfnpa,.n92033 3r3r' appears 4 times in this file; the first occurrence is on line 42","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1843","model.wizard","test/model/wizard/WizardModelTest.java","3","55","Local variable 'testWithString' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1844","model.wizard","test/model/wizard/WizardModelTest.java","3","56","Local variable 'testWithString2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1845","model.wizard","test/model/wizard/WizardModelTest.java","3","70","Local variable 'testWithString' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1846","model.wizard","test/model/wizard/WizardModelTest.java","3","83","Local variable 'testWithString' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1847","model.wizard","test/model/wizard/WizardModelTest.java","3","170","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1848","model.wizard","test/model/wizard/WizardModelTest.java","3","249","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1849","model.wizard","test/model/wizard/WizardModelTest.java","3","254","Document empty method","Design Rules","UncommentedEmptyMethod"
"1850","model.wizard","test/model/wizard/WizardModelTest.java","3","254","Parameter 'evt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1851","model.wizard","test/model/wizard/WizardPageModelTest.java","3","10","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1852","model.wizard","test/model/wizard/WizardPageModelTest.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1853","model.wizard","test/model/wizard/WizardPageModelTest.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1854","model.wizard","test/model/wizard/WizardPageModelTest.java","3","14","Document empty method","Design Rules","UncommentedEmptyMethod"
"1855","model.wizard","test/model/wizard/WizardPageModelTest.java","3","28","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1856","model.wizard","test/model/wizard/WizardPageModelTest.java","3","30","Local variable 'listener' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1857","model.wizard","test/model/wizard/WizardPageModelTest.java","3","33","Document empty method","Design Rules","UncommentedEmptyMethod"
"1858","model.wizard","test/model/wizard/WizardPageModelTest.java","3","33","Parameter 'evt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1859","portfolio","test/portfolio/PortfolioHandlerTest.java","3","24","Local variable 'portfolioName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1860","portfolio","test/portfolio/PortfolioHandlerTest.java","5","28","Found 'DD'-anomaly for variable 'createdPortfolio' (lines '28'-'32').","Controversial Rules","DataflowAnomalyAnalysis"
"1861","portfolio","test/portfolio/PortfolioHandlerTest.java","5","29","Found 'DD'-anomaly for variable 'found' (lines '29'-'33').","Controversial Rules","DataflowAnomalyAnalysis"
"1862","portfolio","test/portfolio/PortfolioHandlerTest.java","5","32","Found 'DD'-anomaly for variable 'createdPortfolio' (lines '32'-'32').","Controversial Rules","DataflowAnomalyAnalysis"
"1863","portfolio","test/portfolio/PortfolioHandlerTest.java","5","33","Found 'DD'-anomaly for variable 'found' (lines '33'-'33').","Controversial Rules","DataflowAnomalyAnalysis"
"1864","portfolio","test/portfolio/PortfolioHandlerTest.java","5","42","Found 'DD'-anomaly for variable 'found' (lines '42'-'45').","Controversial Rules","DataflowAnomalyAnalysis"
"1865","portfolio","test/portfolio/PortfolioHandlerTest.java","5","45","Found 'DD'-anomaly for variable 'found' (lines '45'-'45').","Controversial Rules","DataflowAnomalyAnalysis"
"1866","portfolio","test/portfolio/PortfolioTest.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1867","portfolio","test/portfolio/PortfolioTest.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1868","portfolio","test/portfolio/PortfolioTest.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1869","portfolio","test/portfolio/PortfolioTest.java","3","27","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1870","portfolio","test/portfolio/PortfolioTest.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1871","portfolio","test/portfolio/PortfolioTest.java","3","29","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1872","portfolio","test/portfolio/PortfolioTest.java","3","31","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"1873","portfolio","test/portfolio/PortfolioTest.java","3","39","Avoid variables with short names like sn","Naming Rules","ShortVariable"
"1874","portfolio","test/portfolio/PortfolioTest.java","3","39","Local variable 'sn' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1875","portfolio","test/portfolio/PortfolioTest.java","3","42","Local variable 'stock' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1876","portfolio","test/portfolio/PortfolioTest.java","3","49","Avoid variables with short names like ts","Naming Rules","ShortVariable"
"1877","portfolio","test/portfolio/PortfolioTest.java","3","49","Local variable 'ts' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1878","portfolio","test/portfolio/PortfolioTest.java","3","65","Local variable 'portfolioHistory' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1879","robot","test/robot/AstroRecieverTest.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1880","robot","test/robot/AstroRecieverTest.java","3","23","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
